"","Household_ID","Disability_in_house","Household_disability_income","Household_SSI_income","Number_of_persons_in_house","Total_household_income"
"13561",21208,2,0,10440,3,162647
"13562",21209,2,0,0,4,104010
"13563",21210,2,0,0,2,103969
"13564",21211,2,0,15480,7,26080
"13565",21212,2,0,0,2,82172
"13566",21213,2,0,0,5,90422
"13567",21215,2,0,0,3,121980
"13568",21216,2,0,0,3,66146
"13569",21217,2,0,9264,5,18264
"13570",21218,2,0,0,4,2000
"13571",21224,2,0,0,1,37872
"13572",21225,2,0,0,1,40000
"13573",21226,2,0,0,1,18712
"13574",21227,2,0,0,1,76001
"13575",21229,2,0,0,3,122675
"13576",21230,2,0,0,2,2738
"13577",21231,2,0,0,2,25188
"13578",21232,1,11400,11400,2,30803
"13579",21233,1,7968,7200,3,102900
"13580",21234,2,0,0,4,122502
"13581",21236,2,0,0,1,68602
"13582",21238,1,12,16800,5,39112
"13583",21239,2,0,0,1,57592
"13584",21240,2,0,0,2,27005
"13585",21243,2,0,0,1,95000
"13586",21245,2,0,0,6,40006
"13587",21247,2,0,0,1,103602
"13588",21248,2,0,0,5,31011
"13589",21249,2,0,0,2,33000
"13590",21250,2,0,0,3,214365
"13591",21251,2,0,0,2,47880
"13592",21252,2,0,0,4,101102
"13593",21253,2,0,9600,2,93402
"13594",21254,2,0,15600,1,15600
"13595",21255,2,0,0,1,10510
"13596",21256,2,0,0,2,92000
"13597",21258,2,0,0,2,59954
"13598",21259,2,0,0,3,137020
"13599",21261,2,0,0,1,55001
"13600",21262,2,0,0,4,218771
"13601",21263,2,0,0,4,65000
"13602",21266,2,0,0,2,98000
"13603",21270,2,0,0,1,110900
"13604",21274,2,0,0,2,138025
"13605",21276,2,0,0,2,68017
"13606",21278,2,0,14750,3,34255
"13607",21279,2,0,0,3,34000
"13608",21280,2,0,0,6,121001
"13609",21283,2,0,0,2,168158
"13610",21288,2,0,0,1,90001
"13611",21291,2,0,0,7,0
"13612",21310,2,0,0,2,5790
"13613",21328,2,0,3600,1,22963
"13614",21329,2,0,0,1,40000
"13615",21336,2,0,0,6,100002
"13616",21337,1,60000,14484,4,179574
"13617",21338,2,0,0,4,234000
"13618",21347,2,0,0,4,179000
"13619",21348,2,0,0,4,70510
"13620",21349,2,0,0,2,138531
"13621",21350,2,0,0,4,0
"13622",21351,2,0,0,5,220000
"13623",21353,2,0,0,1,91150
"13624",21354,2,0,0,2,54630
"13625",21357,2,0,0,3,1100000
"13626",21358,2,0,0,4,135154
"13627",21359,2,0,0,4,28897
"13628",21361,2,0,0,4,145011
"13629",21362,2,0,0,4,190500
"13630",21365,2,0,0,2,29520
"13631",21366,2,0,0,2,85178
"13632",21367,2,0,0,5,45002
"13633",21369,2,0,0,1,50500
"13634",21371,2,0,0,1,186016
"13635",21372,2,0,0,2,147475
"13636",21375,2,0,0,1,36360
"13637",21377,2,0,0,1,16800
"13638",21378,2,0,0,2,85000
"13639",21379,2,0,0,5,38386
"13640",21380,2,0,0,3,34544
"13641",21381,2,0,0,1,1420
"13642",21382,2,0,0,4,25160
"13643",21383,2,0,0,1,36000
"13644",21384,2,0,0,2,57606
"13645",21386,2,0,0,3,68006
"13646",21387,2,0,0,2,35001
"13647",21388,2,0,0,2,143380
"13648",21389,2,0,0,2,71664
"13649",21390,2,0,0,1,72321
"13650",21391,2,0,0,5,3600
"13651",21392,2,0,0,1,70005
"13652",21394,2,0,0,5,25500
"13653",21395,2,0,0,2,54601
"13654",21396,2,0,0,4,15600
"13655",21397,2,0,0,4,36000
"13656",21398,2,0,0,2,63200
"13657",21399,2,0,0,1,41530
"13658",21400,2,0,0,1,16639
"13659",21401,2,0,0,1,28000
"13660",21403,2,0,0,1,27608
"13661",21404,2,0,0,5,353013
"13662",21405,1,5000,0,2,28000
"13663",21406,2,0,0,1,55000
"13664",21407,2,0,0,4,0
"13665",21408,2,0,0,3,140026
"13666",21409,2,0,0,3,26000
"13667",21410,1,912,0,3,85924
"13668",21411,2,0,18300,3,18305
"13669",21412,2,0,0,5,73002
"13670",21413,2,0,9600,1,14402
"13671",21414,2,0,9528,1,9528
"13672",21416,2,0,9108,2,9108
"13673",21417,2,0,0,2,191503
"13674",21418,2,0,0,3,147427
"13675",21419,2,0,0,3,60300
"13676",21420,2,0,0,4,125000
"13677",21421,2,0,0,2,105601
"13678",21422,2,0,0,2,120940
"13679",21423,2,0,0,6,158000
"13680",21424,2,0,0,3,184017
"13681",21425,2,0,0,2,23448
"13682",21426,2,0,0,4,163419
"13683",21427,2,0,1056,1,10128
"13684",21428,2,0,0,4,168674
"13685",21429,2,0,0,2,17528
"13686",21430,2,0,0,7,98000
"13687",21431,2,0,0,2,115584
"13688",21432,2,0,0,2,85500
"13689",21433,2,0,0,5,34000
"13690",21434,2,0,0,3,113000
"13691",21435,2,0,0,1,18976
"13692",21436,2,0,0,1,77576
"13693",21437,2,0,0,4,58001
"13694",21438,2,0,0,7,8305
"13695",21439,1,8400,0,3,11380
"13696",21440,2,0,0,1,15240
"13697",21441,2,0,0,1,13872
"13698",21442,2,0,4380,1,11622
"13699",21443,2,0,0,2,105712
"13700",21444,2,0,4800,2,19148
"13701",21445,2,0,0,1,33047
"13702",21446,2,0,0,1,28284
"13703",21447,2,0,0,3,155737
"13704",21450,1,1200,0,2,63700
"13705",21452,2,0,0,3,0
"13706",21453,2,0,10092,2,26028
"13707",21455,2,0,0,3,95155
"13708",21456,2,0,0,4,20716
"13709",21458,2,0,0,1,12396
"13710",21459,2,0,0,4,100240
"13711",21460,2,0,0,4,132236
"13712",21461,2,0,0,2,63039
"13713",21462,2,0,0,3,130009
"13714",21463,2,0,0,1,14854
"13715",21465,2,0,0,1,26557
"13716",21466,2,0,0,3,36095
"13717",21467,2,0,0,1,10320
"13718",21469,2,0,0,2,26364
"13719",21470,2,0,0,3,90002
"13720",21471,2,0,0,2,171050
"13721",21473,2,0,0,1,37920
"13722",21474,2,0,0,1,17652
"13723",21475,2,0,0,1,3803
"13724",21476,2,0,0,2,97383
"13725",21477,2,0,0,2,20000
"13726",21478,2,0,0,2,34736
"13727",21480,2,0,0,4,158000
"13728",21481,2,0,0,2,38948
"13729",21482,2,0,0,3,84220
"13730",21484,2,0,672,1,20309
"13731",21485,2,0,2124,1,12114
"13732",21486,2,0,0,2,38010
"13733",21488,2,0,0,3,946462
"13734",21490,2,0,0,2,87106
"13735",21491,2,0,0,1,22776
"13736",21492,2,0,0,2,293073
"13737",21493,2,0,0,5,108014
"13738",21496,2,0,11880,2,98536
"13739",21497,2,0,0,1,50010
"13740",21499,2,0,0,1,10596
"13741",21507,2,0,0,1,31281
"13742",21511,2,0,0,4,88495
"13743",21512,2,0,0,1,28182
"13744",21513,2,0,0,2,58866
"13745",21514,2,0,0,5,75561
"13746",21515,1,1200,9120,7,14320
"13747",21516,2,0,0,4,11565
"13748",21517,1,4800,4800,2,30768
"13749",21518,1,16800,0,1,35602
"13750",21519,2,0,0,2,9506
"13751",21522,2,0,0,2,130005
"13752",21526,2,0,0,2,45266
"13753",21527,1,21600,0,3,39941
"13754",21528,2,0,0,2,74806
"13755",21530,2,0,10200,1,19954
"13756",21531,2,0,0,1,92520
"13757",21532,2,0,0,1,16202
"13758",21533,2,0,0,1,44601
"13759",21535,2,0,0,4,95520
"13760",21536,2,0,0,2,114329
"13761",21537,2,0,0,2,48058
"13762",21540,2,0,0,2,272394
"13763",21541,2,0,0,2,150000
"13764",21543,2,0,0,3,1e+05
"13765",21544,2,0,0,4,92262
"13766",21546,1,8400,0,2,82964
"13767",21547,2,0,0,2,120980
"13768",21548,2,0,0,2,95100
"13769",21549,2,0,0,2,51557
"13770",21550,2,0,0,2,49920
"13771",21551,2,0,900,1,1649
"13772",21552,2,0,0,2,251816
"13773",21554,2,0,0,3,107398
"13774",21555,2,0,0,2,51733
"13775",21556,2,0,0,4,126748
"13776",21557,2,0,0,2,35003
"13777",21558,2,0,0,1,40407
"13778",21559,2,0,0,4,67003
"13779",21560,2,0,0,5,38000
"13780",21561,2,0,0,1,13855
"13781",21562,2,0,0,3,269462
"13782",21563,2,0,0,3,102500
"13783",21564,2,0,0,4,91173
"13784",21565,2,0,0,1,11022
"13785",21566,2,0,0,1,55901
"13786",21567,2,0,0,4,64272
"13787",21568,2,0,0,1,60325
"13788",21569,2,0,0,1,21763
"13789",21570,2,0,0,1,19147
"13790",21571,2,0,0,5,115519
"13791",21572,2,0,0,4,256717
"13792",21574,2,0,0,2,99543
"13793",21575,1,1950,0,4,95210
"13794",21576,2,0,0,6,53994
"13795",21577,2,0,0,2,168211
"13796",21578,2,0,0,5,303750
"13797",21579,2,0,0,2,174506
"13798",21580,2,0,0,4,104200
"13799",21581,2,0,0,3,46000
"13800",21582,2,0,0,3,75712
"13801",21583,2,0,0,1,63600
"13802",21584,2,0,0,1,77775
"13803",21585,2,0,0,1,54001
"13804",21586,2,0,0,2,55005
"13805",21587,2,0,0,2,90700
"13806",21588,2,0,0,4,299459
"13807",21589,2,0,0,1,40000
"13808",21590,2,0,0,3,110090
"13809",21593,2,0,0,1,15401
"13810",21594,2,0,0,3,267611
"13811",21598,2,0,0,2,76100
"13812",21599,2,0,0,4,141404
"13813",21601,2,0,0,3,145510
"13814",21603,2,0,0,2,65061
"13815",21605,2,0,0,3,30003
"13816",21606,2,0,0,5,70249
"13817",21607,1,1000,0,6,30611
"13818",21608,2,0,0,2,40826
"13819",21610,2,0,0,1,108833
"13820",21612,2,0,0,4,58061
"13821",21614,2,0,0,4,25000
"13822",21616,2,0,0,4,50000
"13823",21617,2,0,0,2,24408
"13824",21618,2,0,0,6,38002
"13825",21619,2,0,0,4,44670
"13826",21620,2,0,0,5,94203
"13827",21621,2,0,0,6,50210
"13828",21624,2,0,0,5,115120
"13829",21625,2,0,0,4,130027
"13830",21626,2,0,0,2,49005
"13831",21627,2,0,0,5,105000
"13832",21629,2,0,0,4,331222
"13833",21631,2,0,0,4,98500
"13834",21632,2,0,0,5,120096
"13835",21633,2,0,0,4,221262
"13836",21634,2,0,0,11,172778
"13837",21635,2,0,0,3,76085
"13838",21636,2,0,0,5,87432
"13839",21637,2,0,0,5,35267
"13840",21639,2,0,0,2,78808
"13841",21640,2,0,1584,3,157559
"13842",21641,2,0,0,4,85046
"13843",21642,2,0,0,1,0
"13844",21643,2,0,0,3,98050
"13845",21644,2,0,0,2,39064
"13846",21645,2,0,0,3,37433
"13847",21648,2,0,0,2,45250
"13848",21649,2,0,6000,2,74133
"13849",21651,2,0,0,2,28945
"13850",21654,2,0,8772,1,16832
"13851",21655,2,0,10800,1,12800
"13852",21656,2,0,12900,1,15000
"13853",21657,2,0,10800,1,12800
"13854",21658,2,0,0,1,0
"13855",21659,2,0,10800,1,10800
"13856",21660,2,0,672,1,14106
"13857",21661,2,0,600,1,13554
"13858",21662,2,0,672,1,14454
"13859",21663,2,0,672,1,17418
"13860",21664,2,0,11400,1,11400
"13861",21665,2,0,2556,1,12216
"13862",21666,2,0,6636,1,13836
"13863",21667,2,0,6072,1,16632
"13864",21668,2,0,4800,1,24882
"13865",21669,2,0,2050,1,17032
"13866",21670,2,0,0,4,76281
"13867",21671,2,0,0,2,46901
"13868",21672,2,0,0,1,42001
"13869",21673,2,0,0,2,75150
"13870",21674,2,0,0,1,29801
"13871",21675,2,0,0,3,128160
"13872",21676,2,0,0,4,273826
"13873",21677,2,0,0,1,60803
"13874",21678,2,0,0,6,187406
"13875",21679,2,0,0,3,33712
"13876",21680,2,0,0,2,556
"13877",21682,2,0,0,3,92006
"13878",21684,2,0,0,2,60013
"13879",21685,1,3200,0,3,282299
"13880",21686,2,0,0,4,101091
"13881",21688,2,0,0,6,212607
"13882",21689,2,0,0,1,31211
"13883",21690,2,0,0,3,118422
"13884",21691,2,0,0,7,55270
"13885",21692,2,0,0,2,107711
"13886",21705,2,0,0,3,123527
"13887",21706,2,0,0,4,136474
"13888",21707,2,0,0,5,261715
"13889",21709,2,0,0,4,50001
"13890",21711,2,0,0,5,218021
"13891",21712,2,0,0,6,89526
"13892",21713,2,0,0,5,266007
"13893",21749,2,0,0,2,58852
"13894",21750,2,0,0,1,190470
"13895",21752,2,0,0,1,31644
"13896",21753,2,0,0,2,63500
"13897",21754,2,0,0,2,140689
"13898",21755,2,0,0,1,64005
"13899",21756,2,0,0,2,61495
"13900",21757,2,0,0,4,80000
"13901",21758,2,0,0,2,55001
"13902",21759,2,0,0,1,61125
"13903",21762,2,0,0,2,77782
"13904",21763,2,0,0,1,16220
"13905",21764,2,0,0,5,50301
"13906",21765,2,0,0,1,31188
"13907",21766,2,0,0,2,77445
"13908",21768,2,0,0,1,74272
"13909",21769,2,0,0,1,18281
"13910",21770,2,0,0,2,83303
"13911",21771,2,0,0,4,44000
"13912",21772,2,0,0,5,54000
"13913",21773,2,0,0,4,60404
"13914",21774,2,0,0,1,56522
"13915",21775,2,0,0,3,73000
"13916",21776,2,0,0,2,48384
"13917",21777,2,0,0,1,45125
"13918",21778,2,0,0,4,120024
"13919",21779,2,0,0,3,232297
"13920",21780,2,0,0,5,52000
"13921",21781,2,0,0,4,175222
"13922",21782,2,0,0,4,147201
"13923",21783,2,0,0,4,57810
"13924",21784,2,0,0,4,170022
"13925",21785,2,0,0,1,35641
"13926",21786,2,0,0,1,119323
"13927",21788,2,0,0,1,0
"13928",21789,2,0,0,3,66030
"13929",21790,2,0,0,1,2313
"13930",21791,2,0,0,3,88057
"13931",21792,2,0,0,3,128915
"13932",21793,2,0,0,1,20916
"13933",21794,2,0,0,3,290000
"13934",21795,2,0,0,3,88480
"13935",21796,2,0,0,1,49004
"13936",21797,2,0,0,2,34375
"13937",21798,2,0,0,2,82406
"13938",21799,2,0,0,1,58161
"13939",21803,2,0,0,1,5135
"13940",21804,2,0,0,1,30
"13941",21807,2,0,0,2,259337
"13942",21808,2,0,0,4,148804
"13943",21809,2,0,0,1,72227
"13944",21810,2,0,0,1,10091
"13945",21822,2,0,0,1,1000005
"13946",21823,2,0,0,4,252380
"13947",21824,2,0,0,4,136526
"13948",21825,2,0,0,4,162682
"13949",21827,2,0,0,2,34752
"13950",21828,2,0,0,1,88220
"13951",21829,2,0,0,4,89001
"13952",21830,2,0,0,5,65000
"13953",21831,2,0,0,5,92465
"13954",21832,2,0,0,3,52005
"13955",21833,2,0,0,1,0
"13956",21834,2,0,0,5,75020
"13957",21835,2,0,0,1,40000
"13958",21836,2,0,0,2,105841
"13959",21838,2,0,0,2,37220
"13960",21839,2,0,0,2,202786
"13961",21840,2,0,0,2,45792
"13962",21843,2,0,0,4,186047
"13963",21846,2,0,0,2,160865
"13964",21847,2,0,0,1,11170
"13965",21848,2,0,0,2,97652
"13966",21849,2,0,0,6,118706
"13967",21850,2,0,0,2,191551
"13968",21852,2,0,0,4,40429
"13969",21853,2,0,0,1,68058
"13970",21854,2,0,0,2,23524
"13971",21857,2,0,0,3,58887
"13972",21858,2,0,0,4,58000
"13973",21859,2,0,12000,6,14892
"13974",21860,2,0,0,2,39148
"13975",21861,2,0,0,1,33200
"13976",21862,2,0,0,2,50676
"13977",21863,2,0,0,2,60882
"13978",21865,2,0,0,2,36308
"13979",21866,2,0,0,4,136382
"13980",21867,2,0,0,4,129006
"13981",21868,2,0,0,2,50143
"13982",21869,2,0,0,2,60350
"13983",21870,2,0,0,4,172030
"13984",21871,2,0,0,2,24470
"13985",21872,2,0,0,1,31827
"13986",21873,2,0,0,2,154035
"13987",21874,2,0,0,2,38948
"13988",21875,2,0,0,1,18166
"13989",21876,2,0,0,3,105489
"13990",21877,2,0,20484,2,110484
"13991",21878,2,0,0,2,76396
"13992",21880,2,0,0,4,137780
"13993",21881,2,0,0,3,132135
"13994",21882,2,0,0,3,39790
"13995",21883,2,0,0,3,134845
"13996",21884,2,0,0,4,179400
"13997",21885,2,0,0,3,53102
"13998",21886,2,0,0,3,130910
"13999",21887,2,0,0,2,55544
"14000",21890,2,0,0,1,51049
"14001",21895,2,0,0,1,97786
"14002",21896,2,0,0,1,7000
"14003",21897,2,0,0,1,21812
"14004",21898,2,0,0,3,200915
"14005",21899,2,0,0,2,56720
"14006",21901,2,0,0,1,80015
"14007",21903,2,0,0,2,55153
"14008",21904,2,0,14376,2,64374
"14009",21906,2,0,0,1,89732
"14010",21907,2,0,0,1,120682
"14011",21908,2,0,0,3,1029100
"14012",21909,2,0,0,1,59508
"14013",21910,2,0,0,2,43000
"14014",21911,2,0,0,4,73803
"14015",21912,2,0,0,2,119021
"14016",21913,2,0,0,1,2001
"14017",21914,2,0,0,1,55058
"14018",21916,2,0,0,2,24547
"14019",21917,2,0,0,6,182000
"14020",21918,2,0,0,2,69799
"14021",21919,2,0,0,1,7940
"14022",21920,2,0,0,1,89019
"14023",21921,2,0,0,2,108205
"14024",21922,2,0,0,5,125203
"14025",21923,2,0,0,3,164017
"14026",21926,2,0,0,2,21284
"14027",21932,2,0,0,4,161682
"14028",21934,2,0,0,2,9882
"14029",21935,2,0,0,1,47266
"14030",21937,2,0,16848,3,90259
"14031",21939,2,0,0,1,30000
"14032",21940,2,0,0,2,13400
"14033",21941,2,0,0,3,26400
"14034",21942,2,0,0,3,183420
"14035",21943,2,0,0,4,7462
"14036",21944,2,0,0,1,13680
"14037",21945,2,0,0,4,1
"14038",21946,2,0,0,5,201715
"14039",21947,2,0,0,2,64301
"14040",21948,1,10,0,4,98613
"14041",21949,2,0,0,2,20000
"14042",21965,2,0,0,2,78282
"14043",21966,2,0,0,1,13952
"14044",21967,2,0,0,1,40850
"14045",21968,2,0,0,1,24180
"14046",21969,2,0,0,1,4
"14047",21970,2,0,0,2,51002
"14048",21971,2,0,0,2,35829
"14049",21972,2,0,18624,2,18624
"14050",21973,2,0,0,2,33646
"14051",21974,2,0,0,2,42880
"14052",21975,2,0,0,1,40000
"14053",21976,2,0,0,2,75746
"14054",21977,2,0,0,4,133470
"14055",21978,2,0,372,3,30988
"14056",21979,2,0,0,2,93600
"14057",21980,2,0,0,1,43742
"14058",21981,2,0,0,1,18672
"14059",21982,2,0,0,2,70416
"14060",21983,2,0,0,5,91004
"14061",21984,2,0,0,5,145510
"14062",21985,2,0,0,3,78030
"14063",21986,2,0,0,3,24650
"14064",21992,2,0,0,1,7980
"14065",21993,2,0,0,1,20640
"14066",21994,2,0,0,1,7201
"14067",21995,2,0,0,2,139108
"14068",21996,2,0,0,1,110761
"14069",21997,2,0,0,1,21570
"14070",21998,2,0,0,1,201518
"14071",21999,2,0,0,1,6589
"14072",22001,2,0,0,1,6510
"14073",22003,2,0,0,3,59802
"14074",22004,2,0,0,3,208955
"14075",22005,2,0,0,1,29448
"14076",22006,2,0,0,1,33323
"14077",22007,2,0,0,1,9900
"14078",22012,2,0,0,1,89160
"14079",22013,2,0,0,3,23364
"14080",22014,2,0,0,4,61002
"14081",22015,2,0,0,6,156410
"14082",22016,2,0,0,5,55000
"14083",22017,2,0,0,2,71502
"14084",22018,2,0,0,7,205476
"14085",22019,2,0,0,4,443155
"14086",22040,2,0,0,2,78430
"14087",22041,2,0,0,5,73701
"14088",22042,2,0,0,2,45871
"14089",22043,2,0,0,2,23457
"14090",22045,2,0,0,2,34764
"14091",22046,2,0,0,2,116460
"14092",22050,2,0,0,5,101207
"14093",22051,2,0,0,2,52440
"14094",22052,2,0,0,4,101120
"14095",22053,2,0,0,1,18712
"14096",22054,2,0,0,2,131801
"14097",22055,2,0,0,2,133947
"14098",22056,2,0,0,1,33244
"14099",22057,2,0,0,1,22302
"14100",22058,2,0,0,2,28498
"14101",22059,1,5868,0,2,107790
"14102",22060,2,0,0,2,58074
"14103",22061,2,0,0,3,135026
"14104",22063,1,914,0,2,77005
"14105",22064,2,0,0,3,98701
"14106",22065,2,0,0,4,115310
"14107",22066,2,0,0,2,181024
"14108",22067,2,0,0,2,125146
"14109",22072,1,3500,0,5,129165
"14110",22074,2,0,0,3,31009
"14111",22075,2,0,0,4,76602
"14112",22076,1,9360,0,2,74448
"14113",22077,2,0,0,1,68848
"14114",22078,2,0,0,4,72001
"14115",22079,2,0,0,4,86400
"14116",22083,2,0,0,2,72878
"14117",22084,2,0,10092,1,10092
"14118",22085,2,0,0,4,18500
"14119",22086,2,0,0,2,236984
"14120",22088,2,0,0,3,66000
"14121",22089,2,0,0,2,98663
"14122",22090,2,0,0,4,40002
"14123",22091,2,0,0,2,98063
"14124",22093,2,0,0,3,117300
"14125",22094,2,0,0,1,18576
"14126",22095,2,0,0,1,107000
"14127",22096,2,0,0,2,186138
"14128",22097,2,0,0,2,96600
"14129",22098,2,0,0,2,158978
"14130",22099,2,0,0,2,118056
"14131",22100,2,0,0,2,86350
"14132",22101,2,0,0,2,40000
"14133",22103,2,0,0,5,50000
"14134",22104,2,0,0,2,59000
"14135",22105,2,0,0,1,26920
"14136",22106,2,0,0,3,118706
"14137",22108,2,0,0,3,75006
"14138",22112,2,0,0,1,15600
"14139",22113,2,0,0,5,5520
"14140",22114,2,0,0,4,194455
"14141",22115,2,0,0,4,63500
"14142",22116,2,0,0,3,30000
"14143",22117,2,0,0,3,68272
"14144",22118,2,0,0,1,21782
"14145",22119,2,0,0,1,54641
"14146",22120,2,0,0,2,39222
"14147",22122,2,0,0,2,66256
"14148",22123,2,0,0,2,12537
"14149",22124,2,0,0,1,36340
"14150",22125,2,0,0,4,105529
"14151",22126,2,0,0,6,86233
"14152",22127,2,0,9060,2,43618
"14153",22128,2,0,0,2,58476
"14154",22129,2,0,0,1,51172
"14155",22130,2,0,0,2,52075
"14156",22131,2,0,0,2,226343
"14157",22132,2,0,0,6,120245
"14158",22135,2,0,0,2,73586
"14159",22136,2,0,0,2,103800
"14160",22137,2,0,0,3,40501
"14161",22139,2,0,0,1,10766
"14162",22143,2,0,0,1,74898
"14163",22147,2,0,0,2,100132
"14164",22151,2,0,0,3,71708
"14165",22153,2,0,0,5,92409
"14166",22154,2,0,26160,3,41160
"14167",22218,2,0,1632,1,8215
"14168",22220,2,0,0,1,3807
"14169",22221,2,0,30588,2,30588
"14170",22223,2,0,11328,1,11329
"14171",22224,1,1800,0,1,27496
"14172",22225,2,0,0,1,23962
"14173",22226,2,0,0,1,5382
"14174",22227,2,0,0,3,78746
"14175",22229,2,0,0,1,18928
"14176",22230,2,0,0,2,22950
"14177",22231,2,0,0,2,114518
"14178",22232,2,0,0,3,59771
"14179",22233,2,0,0,2,77058
"14180",22236,2,0,0,4,14346
"14181",22237,2,0,0,2,42003
"14182",22239,2,0,0,2,28790
"14183",22240,2,0,0,2,65850
"14184",22241,2,0,0,2,86434
"14185",22242,2,0,0,2,72650
"14186",22243,2,0,0,5,69559
"14187",22244,2,0,0,3,0
"14188",22245,2,0,198,1,10698
"14189",22246,2,0,0,2,17916
"14190",22247,2,0,0,2,129456
"14191",22249,2,0,0,2,214000
"14192",22250,2,0,1,4,135955
"14193",22251,2,0,0,4,32141
"14194",22252,2,0,10000,3,13145
"14195",22253,2,0,0,3,30732
"14196",22254,2,0,0,1,19354
"14197",22258,2,0,0,2,70201
"14198",22259,2,0,0,1,13783
"14199",22262,2,0,0,2,46604
"14200",22268,2,0,0,4,83424
"14201",22274,2,0,0,2,28001
"14202",22275,2,0,0,1,40000
"14203",22276,2,0,0,4,80767
"14204",22288,2,0,0,2,111250
"14205",22290,2,0,0,2,43001
"14206",22292,1,8800,0,1,17788
"14207",22293,2,0,0,4,65140
"14208",22294,2,0,0,1,19536
"14209",22296,2,0,0,2,97746
"14210",22298,2,0,0,1,70031
"14211",22301,2,0,0,2,69014
"14212",22302,2,0,0,3,237472
"14213",22306,2,0,0,1,50510
"14214",22307,2,0,0,3,166571
"14215",22308,2,0,0,1,22828
"14216",22309,2,0,0,2,153541
"14217",22311,2,0,0,1,5100
"14218",22327,2,0,0,3,98040
"14219",22328,2,0,0,5,100115
"14220",22329,2,0,0,4,87872
"14221",22330,2,0,0,5,128000
"14222",22331,2,0,0,5,76444
"14223",22350,2,0,0,1,51455
"14224",22362,2,0,0,4,113017
"14225",22363,2,0,0,1,19290
"14226",22364,2,0,0,1,53929
"14227",22365,2,0,0,2,96101
"14228",22367,2,0,0,1,179401
"14229",22368,2,0,0,1,45640
"14230",22370,2,0,0,3,128472
"14231",22372,2,0,0,2,152610
"14232",22375,2,0,0,1,42549
"14233",22376,2,0,0,2,62586
"14234",22378,2,0,0,1,37000
"14235",22379,2,0,0,1,34750
"14236",22380,2,0,0,4,130076
"14237",22381,2,0,0,2,62986
"14238",22383,2,0,0,2,59771
"14239",22384,2,0,0,1,59183
"14240",22385,2,0,0,2,50088
"14241",22386,2,0,0,5,66520
"14242",22388,2,0,0,7,60000
"14243",22389,2,0,0,2,34141
"14244",22390,2,0,0,1,21481
"14245",22391,2,0,0,3,108006
"14246",22393,2,0,0,3,96795
"14247",22394,2,0,0,2,129739
"14248",22395,2,0,0,6,138476
"14249",22396,2,0,0,3,13502
"14250",22397,2,0,0,8,20000
"14251",22398,2,0,0,4,159115
"14252",22399,2,0,0,8,66032
"14253",22400,2,0,0,3,156049
"14254",22401,2,0,0,2,41363
"14255",22403,2,0,0,1,24000
"14256",22404,2,0,0,1,4750
"14257",22405,2,0,0,2,91920
"14258",22406,2,0,0,5,104553
"14259",22413,2,0,0,2,109735
"14260",22414,2,0,0,2,53556
"14261",22415,2,0,0,1,14938
"14262",22417,2,0,0,2,86545
"14263",22421,2,0,960,1,12450
"14264",22423,2,0,0,2,86205
"14265",22424,2,0,0,3,60760
"14266",22429,2,0,0,2,142927
"14267",22431,2,0,0,2,253978
"14268",22432,1,19200,0,2,197601
"14269",22434,2,0,0,7,72000
"14270",22435,1,13700,0,2,76170
"14271",22438,1,2000,0,2,91551
"14272",22439,2,0,0,2,65722
"14273",22440,2,0,0,2,93630
"14274",22441,2,0,0,2,73439
"14275",22442,2,0,0,6,4800
"14276",22443,2,0,0,1,0
"14277",22444,2,0,0,1,13183
"14278",22445,2,0,0,1,20000
"14279",22450,2,0,0,1,70105
"14280",22451,2,0,0,2,50522
"14281",22454,2,0,0,1,41532
"14282",22455,2,0,0,1,24860
"14283",22456,2,0,0,2,63893
"14284",22460,2,0,0,2,60008
"14285",22461,2,0,0,3,183197
"14286",22462,2,0,0,4,177273
"14287",22463,1,450,0,4,74952
"14288",22464,2,0,0,4,113733
"14289",22465,2,0,0,4,187401
"14290",22466,2,0,0,3,266335
"14291",22467,2,0,0,4,20000
"14292",22468,2,0,0,3,45100
"14293",22510,2,0,0,4,116080
"14294",22512,2,0,0,1,204825
"14295",22513,2,0,0,2,3885
"14296",22514,2,0,0,1,30010
"14297",22515,2,0,0,1,28994
"14298",22516,2,0,0,1,25875
"14299",22517,2,0,0,1,40773
"14300",22518,2,0,0,1,23532
"14301",22519,2,0,0,4,65695
"14302",22520,2,0,0,3,266123
"14303",22521,2,0,0,2,128225
"14304",22522,2,0,0,1,17829
"14305",22523,2,0,0,1,18394
"14306",22525,2,0,960,1,12450
"14307",22527,2,0,0,4,87502
"14308",22528,2,0,0,1,34236
"14309",22530,2,0,0,3,63510
"14310",22532,2,0,0,1,20000
"14311",22533,2,0,0,3,272743
"14312",22534,2,0,0,1,28034
"14313",22535,2,0,0,2,62832
"14314",22536,2,0,0,2,33331
"14315",22537,2,0,0,4,89005
"14316",22542,2,0,0,6,82145
"14317",22543,2,0,0,3,161452
"14318",22544,2,0,0,5,105102
"14319",22545,2,0,0,2,140202
"14320",23182,2,0,0,1,17651
"14321",23183,2,0,0,2,62010
"14322",23184,2,0,0,2,145504
"14323",23186,2,0,0,2,215244
"14324",23187,2,0,0,3,86500
"14325",23188,2,0,0,1,15390
"14326",23190,2,0,0,1,52200
"14327",23192,2,0,0,1,55771
"14328",23193,2,0,0,2,52275
"14329",23194,2,0,0,2,69040
"14330",23195,2,0,0,2,98549
"14331",23196,2,0,0,1,39316
