"","Household_ID","Disability_in_house","Household_disability_income","Household_SSI_income","Number_of_persons_in_house","Total_household_income"
"1",1,2,0,0,1,44220
"2",5,2,0,0,2,82752
"3",6,2,0,0,2,60001
"4",9,2,0,0,5,123814
"5",10,2,0,0,2,31184
"6",11,2,0,0,2,0
"7",12,2,0,0,1,19783
"8",13,2,0,0,4,72370
"9",15,2,0,0,2,44000
"10",17,2,0,0,1,400
"11",19,2,0,0,1,29110
"12",23,2,0,0,2,273821
"13",29,2,0,0,5,113003
"14",34,2,0,0,1,31182
"15",52,2,0,0,4,78152
"16",53,2,0,0,4,142458
"17",54,2,0,0,3,87630
"18",55,2,0,0,1,90950
"19",56,2,0,0,1,40720
"20",63,2,0,0,1,14544
"21",67,2,0,0,1,63827
"22",73,2,0,0,2,114809
"23",74,2,0,0,1,14287
"24",76,2,0,0,1,32289
"25",77,2,0,0,2,73513
"26",79,2,0,0,1,49451
"27",80,2,0,0,2,383749
"28",81,2,0,0,1,18354
"29",83,2,0,0,2,102979
"30",84,2,0,0,2,125825
"31",85,2,0,0,1,22056
"32",86,2,0,0,2,95664
"33",88,2,0,0,2,82382
"34",89,2,0,0,3,46901
"35",90,2,0,0,1,18666
"36",92,2,0,0,2,116746
"37",94,2,0,0,2,60625
"38",95,2,0,0,4,129294
"39",97,2,0,0,1,18002
"40",101,2,0,0,1,177017
"41",102,2,0,0,3,37201
"42",117,2,0,0,3,108317
"43",118,2,0,0,5,1552
"44",119,2,0,9000,2,27906
"45",130,2,0,0,2,36484
"46",132,2,0,0,1,18683
"47",134,2,0,0,2,137744
"48",135,2,0,0,1,30000
"49",137,2,0,0,2,33192
"50",138,2,0,0,2,82791
"51",139,2,0,0,2,66042
"52",140,2,0,0,1,33298
"53",141,2,0,0,2,106560
"54",142,2,0,0,1,19228
"55",144,2,0,0,2,128841
"56",145,2,0,0,1,73142
"57",147,2,0,0,1,87406
"58",149,2,0,0,4,106735
"59",152,2,0,0,2,67497
"60",155,2,0,0,1,20184
"61",159,2,0,0,5,8865
"62",160,2,0,3600,1,11382
"63",171,2,0,0,2,162204
"64",172,2,0,0,2,30604
"65",179,2,0,2400,4,115555
"66",180,2,0,0,1,34023
"67",182,2,0,0,5,149802
"68",183,2,0,0,2,312366
"69",184,2,0,0,2,90291
"70",186,2,0,0,2,25338
"71",187,2,0,0,1,23898
"72",188,2,0,9800,4,186917
"73",189,2,0,0,2,113800
"74",193,2,0,0,4,75152
"75",201,2,0,0,2,105823
"76",202,2,0,0,4,160222
"77",206,2,0,0,2,324808
"78",220,2,0,0,3,44005
"79",221,1,9492,9492,2,28476
"80",222,2,0,0,3,109801
"81",223,2,0,0,3,160407
"82",224,2,0,0,2,40070
"83",225,2,0,0,2,52560
"84",226,2,0,10800,3,56018
"85",234,2,0,0,2,98063
"86",235,2,0,0,3,47382
"87",236,2,0,0,1,11263
"88",237,2,0,0,1,19922
"89",238,2,0,0,1,27169
"90",252,2,0,0,1,40010
"91",258,2,0,0,2,40548
"92",264,2,0,17868,1,27084
"93",265,2,0,0,2,248385
"94",266,2,0,0,3,24034
"95",268,2,0,22896,2,22898
"96",269,2,0,0,3,31608
"97",270,2,0,0,1,14400
"98",271,2,0,0,2,29000
"99",272,2,0,0,4,40000
"100",279,2,0,0,2,32299
"101",281,2,0,0,1,12000
"102",284,2,0,0,2,183580
"103",285,2,0,0,4,69601
"104",286,1,33000,0,4,139384
"105",287,2,0,0,1,16560
"106",288,2,0,0,2,37501
"107",289,2,0,0,2,146026
"108",293,2,0,0,2,242032
"109",298,2,0,0,2,47500
"110",306,2,0,0,3,65028
"111",311,2,0,0,3,40000
"112",313,2,0,0,2,133143
"113",314,2,0,0,4,28363
"114",315,2,0,0,2,27602
"115",316,2,0,11400,2,40765
"116",317,2,0,0,1,57409
"117",318,2,0,18000,2,25000
"118",320,2,0,0,4,264146
"119",321,2,0,0,2,58061
"120",322,2,0,0,4,111800
"121",323,2,0,0,1,26982
"122",326,2,0,0,1,38017
"123",327,2,0,0,2,152043
"124",328,2,0,0,2,111315
"125",331,2,0,0,2,90940
"126",332,2,0,9540,1,9540
"127",333,2,0,0,1,29673
"128",334,2,0,0,2,159008
"129",336,2,0,0,2,104412
"130",339,2,0,0,2,58058
"131",340,2,0,0,1,36001
"132",342,2,0,0,1,17622
"133",343,2,0,0,1,26983
"134",346,2,0,0,3,47598
"135",349,2,0,0,1,68002
"136",353,2,0,0,2,153097
"137",356,2,0,0,4,250324
"138",359,2,0,0,2,196105
"139",360,2,0,0,4,186254
"140",362,2,0,0,3,94273
"141",363,2,0,0,3,144391
"142",364,2,0,0,4,75200
"143",365,2,0,0,3,80508
"144",366,2,0,0,5,139661
"145",367,2,0,0,1,35383
"146",368,2,0,0,2,57942
"147",369,1,4000,0,2,54896
"148",370,2,0,0,2,156409
"149",375,2,0,0,1,25361
"150",376,2,0,0,3,256645
"151",377,2,0,0,1,16300
"152",378,2,0,0,1,36123
"153",385,2,0,0,2,71666
"154",387,2,0,0,2,49521
"155",389,2,0,0,1,70001
"156",390,2,0,0,2,440820
"157",391,2,0,0,1,32000
"158",393,2,0,0,2,126906
"159",394,2,0,0,2,97036
"160",395,2,0,0,2,40010
"161",396,2,0,0,2,127648
"162",398,2,0,0,2,43146
"163",400,2,0,0,3,59058
"164",405,2,0,0,5,6479
"165",406,2,0,0,1,18302
"166",407,2,0,0,2,43100
"167",408,2,0,0,4,230491
"168",410,2,0,0,2,44160
"169",411,2,0,0,1,16700
"170",412,2,0,0,3,68586
"171",413,2,0,0,4,110212
"172",414,2,0,0,2,63067
"173",415,2,0,0,4,19500
"174",416,2,0,0,6,579998
"175",417,2,0,1000,3,11182
"176",418,2,0,0,2,147854
"177",419,2,0,0,3,104085
"178",420,2,0,0,2,68073
"179",422,2,0,0,2,75414
"180",423,2,0,0,2,148900
"181",425,2,0,0,3,100214
"182",440,2,0,0,4,133560
"183",446,2,0,0,2,27534
"184",447,2,0,0,3,89739
"185",448,2,0,0,2,158054
"186",449,2,0,0,2,41183
"187",450,2,0,0,2,60600
"188",451,2,0,0,1,21730
"189",452,2,0,0,2,150985
"190",453,2,0,0,2,92370
"191",454,2,0,0,2,93319
"192",456,2,0,0,1,90031
"193",458,2,0,0,2,56008
"194",460,2,0,0,3,102492
"195",461,2,0,0,1,28800
"196",464,2,0,0,4,72005
"197",465,2,0,1572,2,79149
"198",466,2,0,41040,8,68636
"199",467,2,0,0,3,47906
"200",468,2,0,0,2,13106
"201",470,2,0,0,4,157936
"202",471,2,0,0,3,51200
"203",472,2,0,0,3,117530
"204",473,2,0,0,2,70189
"205",474,2,0,0,2,59330
"206",475,2,0,0,2,62044
"207",476,2,0,0,1,30000
"208",478,2,0,0,3,70414
"209",479,2,0,0,2,8100
"210",480,2,0,0,2,55536
"211",482,2,0,0,2,150985
"212",484,2,0,0,4,77526
"213",489,2,0,0,4,56763
"214",500,2,0,0,4,76400
"215",501,2,0,0,3,91552
"216",502,2,0,0,4,65102
"217",503,1,12892,0,4,208298
"218",504,2,0,0,5,121097
"219",513,2,0,0,1,44882
"220",516,2,0,0,1,9282
"221",525,2,0,0,1,7182
"222",527,2,0,0,2,43574
"223",529,2,0,0,2,151121
"224",531,2,0,0,3,86501
"225",534,2,0,0,4,185503
"226",535,2,0,0,3,152521
"227",536,2,0,0,1,74010
"228",537,2,0,0,2,264412
"229",539,2,0,0,3,99699
"230",540,2,0,0,3,129745
"231",542,2,0,0,2,31561
"232",543,2,0,0,1,70000
"233",544,2,0,0,4,132000
"234",545,2,0,0,4,91030
"235",547,2,0,0,2,250091
"236",548,2,0,0,3,94222
"237",549,2,0,0,3,52002
"238",550,2,0,0,1,21809
"239",551,2,0,0,1,91642
"240",553,2,0,0,2,49426
"241",554,2,0,0,2,141424
"242",555,2,0,0,2,74707
"243",556,2,0,0,2,51081
"244",557,2,0,0,2,24088
"245",558,2,0,0,1,26264
"246",559,2,0,0,2,248654
"247",560,2,0,0,3,76060
"248",561,2,0,0,3,123101
"249",563,2,0,0,3,85328
"250",567,2,0,0,1,245334
"251",568,2,0,0,2,92102
"252",569,2,0,0,5,77815
"253",570,2,0,0,2,177013
"254",571,2,0,0,6,97255
"255",572,2,0,0,1,65712
"256",574,2,0,0,2,41756
"257",575,2,0,0,2,70613
"258",576,2,0,0,3,66211
"259",577,2,0,0,2,78109
"260",578,2,0,0,2,9200
"261",579,2,0,0,4,110010
"262",580,2,0,0,2,285007
"263",581,2,0,0,1,73984
"264",582,2,0,0,2,112226
"265",583,2,0,0,4,237121
"266",584,2,0,0,4,207029
"267",585,2,0,0,3,315402
"268",586,2,0,0,2,47035
"269",588,2,0,0,1,65032
"270",589,2,0,0,4,66131
"271",590,1,4200,0,1,16549
"272",591,2,0,0,2,191108
"273",592,2,0,0,2,121334
"274",593,2,0,0,2,123012
"275",594,2,0,0,5,47894
"276",595,2,0,0,3,260875
"277",596,2,0,0,5,146501
"278",599,2,0,0,3,86703
"279",600,2,0,0,2,44390
"280",601,2,0,0,4,99205
"281",602,2,0,0,1,14000
"282",603,2,0,0,1,59011
"283",604,2,0,0,1,71793
"284",605,2,0,13308,2,95309
"285",607,2,0,0,3,184086
"286",608,2,0,0,2,143533
"287",609,2,0,0,3,69898
"288",610,2,0,0,4,70802
"289",611,2,0,0,1,110384
"290",612,2,0,0,2,165000
"291",613,2,0,0,1,44183
"292",614,2,0,0,1,40847
"293",615,2,0,0,3,105994
"294",616,2,0,0,2,171000
"295",619,2,0,0,4,123680
"296",621,2,0,0,4,184785
"297",624,2,0,0,3,0
"298",625,2,0,0,5,89010
"299",626,2,0,0,2,17000
"300",629,2,0,0,2,25000
"301",633,2,0,0,2,41000
"302",634,2,0,0,4,127046
"303",649,2,0,0,2,199001
"304",650,2,0,0,5,172124
"305",651,2,0,0,4,262175
"306",652,2,0,0,4,238340
"307",653,2,0,0,4,125098
"308",655,2,0,0,2,113911
"309",658,2,0,0,5,70622
"310",659,2,0,0,4,187002
"311",660,2,0,0,4,200215
"312",661,2,0,9840,2,16080
"313",662,2,0,0,3,134034
"314",663,1,980,9120,2,33486
"315",664,2,0,0,5,89000
"316",665,2,0,0,5,230914
"317",666,2,0,0,4,75000
"318",667,2,0,0,2,81250
"319",668,2,0,0,4,123135
"320",669,2,0,0,4,100002
"321",670,2,0,0,2,3687
"322",671,2,0,0,4,273260
"323",673,2,0,0,2,183076
"324",674,2,0,0,2,62007
"325",678,2,0,0,2,42027
"326",680,2,0,0,2,26755
"327",681,2,0,0,2,94551
"328",685,2,0,0,2,266807
"329",686,2,0,0,4,259637
"330",687,2,0,0,2,84703
"331",692,2,0,0,5,100613
"332",699,2,0,0,3,42500
"333",705,2,0,0,1,25000
"334",710,2,0,9132,1,9132
"335",711,2,0,0,2,170034
"336",712,2,0,0,1,79340
"337",713,2,0,0,2,317152
"338",714,2,0,0,2,31991
"339",715,2,0,0,3,93963
"340",716,2,0,0,3,93780
"341",717,2,0,0,2,301486
"342",722,2,0,0,1,87137
"343",726,2,0,0,1,36435
"344",728,2,0,0,1,21062
"345",729,1,1260,0,2,53377
"346",731,2,0,0,2,126217
"347",732,2,0,0,1,10001
"348",735,2,0,0,2,52302
"349",738,2,0,0,2,30002
"350",739,2,0,0,2,202360
"351",740,2,0,0,7,136863
"352",741,2,0,0,1,72992
"353",742,2,0,0,2,112270
"354",743,2,0,0,3,100015
"355",744,2,0,0,2,136845
"356",745,2,0,0,3,141004
"357",747,2,0,2160,2,42659
"358",748,2,0,0,2,93257
"359",749,2,0,0,2,197003
"360",750,2,0,0,2,85302
"361",751,2,0,0,4,58000
"362",752,2,0,0,5,502502
"363",753,2,0,0,2,60942
"364",754,2,0,0,3,174511
"365",755,2,0,0,4,176221
"366",756,2,0,0,2,121940
"367",757,2,0,0,2,32118
"368",758,2,0,0,1,48501
"369",760,2,0,0,4,252528
"370",762,2,0,0,1,52689
"371",763,2,0,0,2,65028
"372",764,2,0,3600,5,14982
"373",765,2,0,0,3,91000
"374",766,2,0,0,1,52610
"375",767,2,0,0,2,74600
"376",769,2,0,0,1,304487
"377",774,2,0,0,4,172788
"378",775,2,0,0,1,53200
"379",776,2,0,0,1,24001
"380",777,2,0,0,3,43509
"381",778,2,0,0,3,96000
"382",779,2,0,0,2,148603
"383",780,2,0,0,2,50303
"384",781,2,0,0,4,19712
"385",782,1,42704,0,3,91709
"386",793,2,0,0,5,122851
"387",794,2,0,0,2,89097
"388",795,2,0,0,2,55000
"389",808,2,0,0,1,24000
"390",822,2,0,0,4,88400
"391",823,2,0,0,4,248009
"392",824,2,0,0,5,128000
"393",825,2,0,0,7,265782
"394",828,2,0,0,4,35000
"395",829,2,0,0,4,115540
"396",830,2,0,0,4,174512
"397",832,2,0,0,3,227194
"398",833,2,0,0,4,497000
"399",834,2,0,0,5,60310
"400",835,2,0,0,3,66336
"401",836,2,0,0,2,74927
"402",837,2,0,0,1,1711
"403",838,2,0,0,3,60002
"404",839,2,0,0,3,8000
"405",840,2,0,0,6,125020
"406",841,2,0,0,4,23000
"407",842,2,0,0,2,157927
"408",845,2,0,0,2,43560
"409",846,2,0,0,2,315852
"410",855,2,0,0,2,87848
"411",858,2,0,0,1,43065
"412",859,2,0,0,1,18597
"413",860,2,0,0,5,156525
"414",863,2,0,0,1,32886
"415",870,2,0,0,3,88335
"416",871,2,0,0,3,340420
"417",872,2,0,0,2,204555
"418",874,2,0,0,2,230064
"419",875,2,0,0,2,14688
"420",878,2,0,0,1,39031
"421",880,2,0,0,2,350800
"422",881,2,0,0,2,56143
"423",882,2,0,0,2,139677
"424",887,2,0,0,4,116620
"425",888,2,0,0,2,59454
"426",889,2,0,0,1,675000
"427",890,2,0,30000,2,109334
"428",891,2,0,0,3,117003
"429",892,2,0,0,2,121637
"430",893,2,0,0,4,57592
"431",894,2,0,0,1,24614
"432",895,2,0,0,1,17439
"433",899,2,0,0,3,154103
"434",901,2,0,0,5,207312
"435",902,2,0,0,6,62532
"436",903,2,0,0,3,132855
"437",917,2,0,0,4,81781
"438",918,2,0,0,1,17041
"439",920,2,0,0,2,76053
"440",921,2,0,0,1,18683
"441",922,2,0,0,5,25000
"442",923,2,0,0,1,18302
"443",924,2,0,0,4,160601
"444",925,2,0,0,1,13986
"445",926,2,0,0,1,15456
"446",927,2,0,0,2,153483
"447",928,2,0,0,4,32000
"448",929,2,0,2760,1,10937
"449",930,2,0,0,1,1000
"450",932,2,0,0,2,79022
"451",1268,2,0,0,2,59454
"452",1274,2,0,0,4,187050
"453",1275,2,0,0,4,419006
"454",1278,2,0,0,1,60001
"455",1279,2,0,0,2,25001
"456",1280,2,0,0,2,50532
"457",1281,1,6500,0,1,47869
"458",1282,2,0,0,4,71750
"459",1285,2,0,0,1,32419
"460",1289,2,0,0,1,37664
"461",1290,2,0,0,2,34010
"462",1291,2,0,0,3,161772
"463",1292,2,0,0,1,28441
"464",1293,2,0,0,3,41808
"465",1294,2,0,0,2,29276
"466",1295,2,0,0,4,147502
"467",1298,2,0,0,3,133096
"468",1299,2,0,0,5,91919
"469",1304,2,0,0,1,108000
"470",1307,2,0,0,6,29120
"471",1309,2,0,0,2,164028
"472",1312,2,0,0,2,171530
"473",1314,2,0,0,1,169137
"474",1315,2,0,0,1,28762
"475",1316,2,0,0,2,34582
"476",1319,2,0,0,2,77524
"477",1320,2,0,0,1,2194
"478",1322,2,0,0,2,51576
"479",1324,2,0,0,2,181620
"480",1325,2,0,0,3,81976
"481",1326,2,0,0,4,158020
"482",1327,2,0,0,1,15000
"483",1328,2,0,0,4,60903
"484",1329,2,0,0,2,141040
"485",1330,2,0,0,4,55535
"486",1332,2,0,0,3,147032
"487",1333,2,0,0,3,66982
"488",1334,2,0,0,1,16940
"489",1335,2,0,0,2,176600
"490",1336,2,0,0,2,19761
"491",1337,2,0,0,3,113944
"492",1338,2,0,0,2,312000
"493",1353,2,0,0,4,158303
"494",1354,2,0,0,5,148017
"495",1356,2,0,0,4,72009
"496",1357,2,0,0,5,210000
"497",1358,2,0,0,4,204000
"498",1359,2,0,0,4,273286
"499",1360,2,0,0,2,481458
"500",1361,2,0,0,2,107064
"501",1368,2,0,10164,1,17562
"502",1369,2,0,0,1,40002
"503",1370,2,0,0,4,165502
"504",1371,2,0,0,2,59454
"505",1372,2,0,0,2,570
"506",1373,2,0,0,2,27938
"507",1374,2,0,0,1,12203
"508",1375,2,0,0,1,31815
"509",1377,2,0,0,1,22461
"510",1378,2,0,0,1,18360
"511",1379,2,0,0,2,163472
"512",1380,1,8400,0,2,48767
"513",1381,2,0,0,4,200837
"514",1383,2,0,0,2,50002
"515",1384,2,0,0,2,60833
"516",1385,2,0,0,3,57101
"517",1387,2,0,0,1,24039
"518",1388,2,0,0,1,43688
"519",1389,2,0,0,2,197116
"520",1390,2,0,0,5,195010
"521",1392,2,0,0,2,74059
"522",1401,2,0,0,2,62206
"523",1403,2,0,0,2,107004
"524",1404,2,0,0,1,14287
"525",1406,2,0,0,2,51920
"526",1407,2,0,0,1,39031
"527",1408,2,0,0,6,163469
"528",1409,2,0,0,3,219301
"529",1410,2,0,0,2,6000
"530",1411,2,0,0,1,24733
"531",1412,2,0,0,2,85095
"532",1413,2,0,0,2,208462
"533",1414,2,0,0,2,122864
"534",1415,2,0,0,3,96010
"535",1417,2,0,0,2,100005
"536",1418,2,0,0,2,43021
"537",1421,2,0,0,4,602500
"538",1422,2,0,0,2,83935
"539",1423,2,0,0,3,81415
"540",1424,2,0,0,2,60059
"541",1425,2,0,0,2,67764
"542",1426,2,0,0,1,51596
"543",1428,2,0,0,3,22800
"544",1429,2,0,0,2,54132
"545",1434,2,0,0,4,128582
"546",1435,2,0,0,1,19000
"547",1437,2,0,0,2,11280
"548",1438,2,0,0,2,148170
"549",1439,2,0,0,2,45693
"550",1440,2,0,0,2,83781
"551",1441,2,0,0,1,60001
"552",1442,2,0,0,4,180002
"553",1443,2,0,0,2,18761
"554",1447,2,0,0,1,80021
"555",1449,2,0,0,1,28337
"556",1450,2,0,0,2,140410
"557",1451,2,0,0,5,153000
"558",1452,2,0,0,3,178615
"559",1453,2,0,0,2,111540
"560",1454,2,0,0,1,16800
"561",1456,2,0,0,4,209000
"562",1460,2,0,0,2,8000
"563",1462,2,0,0,1,127115
"564",1463,2,0,0,1,31118
"565",1464,2,0,0,2,141592
"566",1465,2,0,0,2,104840
"567",1466,2,0,0,5,335525
"568",1467,2,0,0,6,130414
"569",1468,2,0,0,3,38010
"570",1469,2,0,0,3,76130
"571",1470,2,0,0,5,218741
"572",1471,2,0,0,2,36241
"573",1472,2,0,0,2,136670
"574",1477,2,0,0,3,48269
"575",1478,2,0,0,2,148055
"576",1479,2,0,0,1,24000
"577",1483,2,0,0,1,20830
"578",1484,2,0,0,3,121627
"579",1485,2,0,0,2,150236
"580",1486,2,0,0,3,210402
"581",1488,2,0,0,2,125276
"582",1489,2,0,0,1,33003
"583",1490,2,0,0,4,112003
"584",1502,2,0,0,4,288245
"585",1503,2,0,0,4,204266
"586",1504,2,0,0,6,135372
"587",1505,2,0,0,2,30128
"588",1507,2,0,0,4,67832
"589",1508,2,0,4152,2,62764
"590",1509,2,0,0,4,151000
"591",1510,1,19200,0,4,42601
"592",1511,2,0,0,5,123525
"593",1512,2,0,0,9,171869
"594",1513,2,0,0,4,88633
"595",1514,2,0,0,4,49615
"596",1516,2,0,0,7,86402
"597",1517,2,0,0,1,29502
"598",1518,2,0,0,3,171230
"599",1522,2,0,0,2,254522
"600",1524,2,0,0,3,112023
"601",1527,2,0,0,1,15829
"602",1528,2,0,0,2,360504
"603",1529,2,0,0,2,61417
"604",1530,2,0,0,2,59163
"605",1531,2,0,13836,2,138932
"606",1532,2,0,0,2,64064
"607",1533,2,0,7200,2,40600
"608",1534,2,0,0,3,180000
"609",1537,2,0,0,2,26374
"610",1538,2,0,0,2,108157
"611",1539,2,0,0,2,93015
"612",1541,2,0,0,4,115600
"613",1542,2,0,0,1,65742
"614",1543,2,0,0,3,92601
"615",1544,2,0,0,2,49149
"616",1548,2,0,9924,7,128362
"617",1549,2,0,0,3,57917
"618",1551,2,0,0,2,132019
"619",1552,2,0,0,5,165205
"620",1553,2,0,0,1,41250
"621",1554,2,0,0,2,231200
"622",1555,2,0,0,2,167000
"623",1556,2,0,0,3,59511
"624",1557,2,0,0,1,24582
"625",1558,2,0,0,2,137003
"626",1559,2,0,0,3,74000
"627",1565,2,0,0,2,150340
"628",1569,2,0,0,3,137911
"629",1570,2,0,0,2,49022
"630",1571,2,0,0,7,80000
"631",1572,2,0,0,1,11514
"632",1575,2,0,0,2,222026
"633",1580,2,0,16260,1,16260
"634",1581,2,0,0,2,69138
"635",1582,2,0,0,2,39182
"636",1583,1,30800,0,2,88482
"637",1586,2,0,0,2,103086
"638",1587,2,0,0,1,100360
"639",1588,2,0,0,2,49568
"640",1589,2,0,0,5,127850
"641",1593,2,0,0,2,71419
"642",1594,2,0,0,2,44413
"643",1595,2,0,0,2,88340
"644",1596,2,0,0,1,295039
"645",1597,2,0,0,2,1143900
"646",1598,2,0,0,2,117054
"647",1600,2,0,0,3,225020
"648",1601,2,0,0,2,67766
"649",1604,2,0,0,1,17005
"650",1607,2,0,0,3,142608
"651",1610,2,0,0,2,58584
"652",1615,2,0,0,2,182300
"653",1616,2,0,0,2,98187
"654",1617,2,0,0,3,86082
"655",1618,2,0,0,1,15150
"656",1620,2,0,9300,1,22641
"657",1621,2,0,0,2,59305
"658",1622,2,0,0,2,124400
"659",1623,2,0,0,2,5400
"660",1624,2,0,0,4,328473
"661",1633,2,0,0,4,137535
"662",1635,2,0,0,3,204056
"663",1638,2,0,0,3,44001
"664",1639,2,0,0,4,71020
"665",1640,2,0,0,4,132220
"666",933,2,0,0,1,25375
"667",936,2,0,0,4,132041
"668",937,2,0,0,1,32726
"669",939,2,0,0,1,26370
"670",941,2,0,7440,1,32906
"671",942,2,0,0,1,59011
"672",943,2,0,0,4,168063
"673",944,2,0,0,2,122070
"674",945,2,0,0,2,10000
"675",946,2,0,0,1,15024
"676",947,2,0,0,1,1
"677",948,2,0,0,5,103170
"678",954,2,0,0,1,54020
"679",955,2,0,0,1,40496
"680",959,2,0,0,1,70216
"681",960,2,0,0,2,226684
"682",961,2,0,0,2,70250
"683",962,2,0,0,1,472030
"684",963,2,0,0,2,338475
"685",964,2,0,0,4,147777
"686",965,2,0,0,4,138002
"687",966,2,0,0,2,114164
"688",968,2,0,0,3,227860
"689",971,2,0,0,3,100416
"690",972,2,0,0,2,94018
"691",973,2,0,0,3,97525
"692",974,2,0,0,2,143990
"693",975,2,0,0,1,28947
"694",976,2,0,0,1,123620
"695",977,2,0,0,2,111414
"696",979,2,0,0,6,304576
"697",983,2,0,0,1,102193
"698",986,1,30000,0,1,46956
"699",987,2,0,0,3,324000
"700",988,2,0,0,2,228007
"701",989,2,0,0,1,102182
"702",990,2,0,0,1,7182
"703",991,2,0,0,5,185000
"704",992,2,0,0,2,33009
"705",993,2,0,0,1,11083
"706",994,2,0,0,2,58166
"707",995,2,0,7236,1,18697
"708",996,2,0,0,2,254696
"709",997,2,0,0,1,16123
"710",998,2,0,0,1,13740
"711",999,2,0,0,1,37900
"712",1000,2,0,0,1,19837
"713",1001,2,0,0,1,45030
"714",1004,2,0,0,4,250070
"715",1005,2,0,0,1,107238
"716",1009,2,0,0,3,107123
"717",1010,2,0,0,1,49301
"718",1011,2,0,0,1,40712
"719",1012,2,0,0,2,121334
"720",1013,2,0,0,2,82985
"721",1014,2,0,0,2,141514
"722",1015,2,0,0,4,274397
"723",1016,2,0,0,4,366238
"724",1018,2,0,0,2,267000
"725",1019,2,0,0,2,65000
"726",1021,2,0,0,4,435656
"727",1022,2,0,0,1,99513
"728",1023,2,0,0,3,70900
"729",1024,2,0,0,1,49588
"730",1025,2,0,0,2,43758
"731",1026,2,0,0,2,83240
"732",1027,2,0,0,2,55225
"733",1030,2,0,0,2,69425
"734",1032,1,780,14940,5,151220
"735",1034,2,0,0,2,279346
"736",1035,2,0,0,5,57125
"737",1039,2,0,0,2,602604
"738",1041,2,0,0,3,155031
"739",1042,2,0,0,2,75061
"740",1043,2,0,0,1,48001
"741",1045,2,0,0,3,135000
"742",1046,2,0,0,1,22615
"743",1049,2,0,0,3,159016
"744",1050,2,0,0,3,70000
"745",1052,2,0,0,4,876755
"746",1053,2,0,0,4,119531
"747",1054,2,0,0,4,151440
"748",1055,2,0,0,1,82130
"749",1056,2,0,0,1,60000
"750",1057,2,0,0,2,141775
"751",1058,2,0,0,3,54001
"752",1060,2,0,0,3,46280
"753",1061,2,0,0,5,182106
"754",1062,2,0,0,2,148212
"755",1063,2,0,0,1,32000
"756",1064,2,0,0,5,392402
"757",1066,2,0,0,1,107500
"758",1067,2,0,0,1,46645
"759",1068,1,1435,5160,2,61002
"760",1069,2,0,0,3,36459
"761",1070,2,0,0,3,86090
"762",1071,2,0,0,3,88005
"763",1072,2,0,0,3,83135
"764",1073,2,0,0,3,450021
"765",1074,2,0,0,1,164226
"766",1075,2,0,0,3,57588
"767",1078,2,0,0,1,24002
"768",1079,2,0,0,2,54827
"769",1080,2,0,0,2,33085
"770",1081,2,0,0,3,161305
"771",1082,2,0,0,1,52023
"772",1084,2,0,0,4,85015
"773",1085,2,0,0,2,150002
"774",1086,2,0,0,1,19296
"775",1087,2,0,0,4,226966
"776",1088,2,0,0,2,102168
"777",1089,2,0,0,5,245302
"778",1091,2,0,0,4,162350
"779",1094,2,0,0,6,256551
"780",1095,2,0,0,1,25480
"781",1099,2,0,0,1,146000
"782",1105,2,0,0,3,158161
"783",1106,2,0,0,4,173203
"784",1110,2,0,0,1,79550
"785",1113,2,0,0,2,41000
"786",1116,2,0,0,3,127050
"787",1117,2,0,0,4,195355
"788",1121,2,0,0,1,25000
"789",1122,2,0,0,2,344763
"790",1124,2,0,0,1,28450
"791",1127,2,0,0,1,10182
"792",1129,2,0,0,3,153394
"793",1130,2,0,0,2,43606
"794",1131,2,0,0,5,179365
"795",1132,2,0,0,4,210036
"796",1133,2,0,0,7,188794
"797",1134,2,0,0,4,141964
"798",1135,2,0,0,3,104044
"799",1136,2,0,0,4,129259
"800",1139,2,0,0,3,152050
"801",1140,2,0,0,3,28346
"802",1141,2,0,0,5,170525
"803",1142,2,0,0,4,105458
"804",1143,2,0,0,4,74692
"805",1144,2,0,0,4,298800
"806",1145,2,0,0,3,150920
"807",1146,2,0,0,5,83021
"808",1148,2,0,0,4,301870
"809",1151,2,0,0,2,101004
"810",1152,2,0,0,5,96003
"811",1153,2,0,0,1,55325
"812",1154,2,0,0,3,33629
"813",1155,2,0,0,4,162019
"814",1157,2,0,0,3,192991
"815",1158,2,0,0,4,47000
"816",1159,2,0,0,6,111507
"817",1160,2,0,0,4,165862
"818",1161,2,0,0,4,2448
"819",1162,2,0,0,4,1014015
"820",1163,2,0,0,4,170248
"821",1164,2,0,0,4,62000
"822",1165,2,0,0,1,26293
"823",1169,2,0,0,2,148217
"824",1170,2,0,0,3,112737
"825",1171,2,0,0,1,18728
"826",1172,2,0,0,5,137829
"827",1173,2,0,0,5,193028
"828",1174,2,0,0,2,42542
"829",1175,2,0,0,1,52401
"830",1176,2,0,0,1,69014
"831",1177,2,0,0,4,139510
"832",1178,2,0,0,1,145040
"833",1179,2,0,0,1,22982
"834",1180,2,0,0,1,69674
"835",1181,2,0,0,1,19784
"836",1183,2,0,0,5,146500
"837",1188,2,0,0,3,207502
"838",1191,2,0,0,3,28005
"839",1192,2,0,0,1,21620
"840",1193,2,0,0,2,411105
"841",1194,2,0,0,4,289845
"842",1198,2,0,0,1,30012
"843",1199,2,0,0,1,96442
"844",1200,2,0,0,4,262824
"845",1201,2,0,0,2,185013
"846",1202,2,0,0,2,202295
"847",1203,2,0,0,2,110100
